Unique_ID,Year,Year_range,Short_title,Description,City/County,State,Country,Entity,Entity_type,Recipient,Recipient_type,Reparations_type,Amount,Amount_type,Harm_addressed,Status,Legal_basis,Tags,Source,Source_URL,Source2,Source2_URL,Related_entries,Notes,Suggested_citation,🔐 Softr Record ID
USA-1993-01,1993,1990–2009,US apologizes for Hawaiian overthrow,U.S. Congress passed a joint resolution acknowledging and apologizing to Native Hawaiians for the illegal United States-aided overthrow of the sovereign Hawaiian nation.,,Hawaii,United States,United States Congress,"Government, federal",Native Hawaiians,Community,Apology,,,Other,Completed,Federal legislation,Native Hawaiians; apology; court case; federal government; legislation; resolution,"A Joint Resolution to Acknowledge the 100th Anniversary of the January 17, 1893 Overthrow of the Kingdom of Hawaii, and to Offer an Apology to Native Hawaiians on Behalf of the United States for the Overthrow of the Kingdom of Hawaii, S.J.Res.19, Congress 103 (1993).",https://www.congress.gov/bill/103rd-congress/senate-joint-resolution/19,,,,,"""US apologizes for Hawaiian overthrow (1993)"". Reparations History, https://reparationshistory.org.",U8WDEbvHuWfrKyAxpXSSEe
USA-1998-01,1998,1990–2009,Sand Creek massacre site recognized,"President Clinton signed into law the Sand Creek Massacre National Historic Study Site Act, which officially acknowledges an 1864 attack by seven hundred U.S. soldiers on a peaceful Cheyenne village located in the territory of Colorado. Hundreds, largely women and children, were killed. The act calls for the establishment of a federally funded Historic Site at Sand Creek, which was established in 2007.",,Colorado,United States,United States Congress,"Government, federal",Cheyenne peoples,"Tribal Nation, Community",Memorial,,,Racial violence,Completed,Federal legislation,Native Americans; apology; commission/study; executive action; federal government; land return; legislation; massacre/violence; memorial; monetary compensation,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Henry, C. P. (2007). Long overdue: The politics of racial reparations. NYU Press.",,,,"""Sand Creek massacre site recognized (1998)"". Reparations History, https://reparationshistory.org.",XY6Wz8CJo5xohS7yifzFbC
USA-2005-02,2005,1990–2009,Senate apologizes to lynching victims,"The U.S. Senate approved, by voice vote, S.R. 39, which called for the lawmakers to apologize to lynching victims, survivors, and their descendants, several whom were watching from the gallery.",,,United States,United States Congress,"Government, federal","African Americans, victims of lynching","Individuals, Descendants",Apology,,,Racial violence,Completed,Federal legislation,African Americans; apology; federal government; legislation,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Henry, C. P. (2007). Long overdue: The politics of racial reparations. NYU Press.",,2005-USA-14,,"""Senate apologizes to lynching victims (2005)"". Reparations History, https://reparationshistory.org.",9g8pLnikr3U8PnWpFWdnoL
USA-2008-01,2008,1990–2009,Congress apologizes for slavery injustices,"U.S. House Resolution 194 and Senate Concurrent Resolution 26 made a formal apology to the African American community for ""centuries of brutal dehumanization and injustices."" Plus, there was an admission that ""African Americans continue to suffer from the complex interplay between slavery and Jim Crow long after both systems were formally abolished through enormous damage and loss, both tangible and intangible, including the loss of human dignity.""",,,United States,United States Congress,"Government, federal",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,Federal legislation,African Americans; apology; federal government; institutional discrimination; resolution; segregation; slavery,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Henry, C. P. (2007). Long overdue: The politics of racial reparations. NYU Press.",,,,"""Congress apologizes for slavery injustices (2008)"". Reparations History, https://reparationshistory.org.",8UVktkykqrH78HW6nhj7nt
USA-2019-06,2019,2010–2019,Booker introduces reparations study bill,"Senator Cory Booker, D-New Jersey, introduced bill S. 1083 (H.R. 40 Commission to Study and Develop Reparation Proposals for African-Americans Act) in the Senate that would provide for a commission to study and report on the impact of slavery and discrimination against Black Americans and deliver a verdict on different proposals for reparations. The bill ""is a way of addressing head-on the persistence of racism, white supremacy, and implicit racial bias in our country. It will bring together the best minds to study the issue and propose solutions that will finally begin to right the economic scales of past harms and make sure we are a country where all dignity and humanity is affirmed.""",,,United States,United States Congress,"Government, federal",African Americans,Community,"Other, Policy change",,,"Slavery, Economic discrimination, Jim Crow / segregation",Proposed,Federal legislation,African Americans; commission/study; federal government; institutional discrimination; legislation; slavery,"Booker announces introduction of bill to form commission for study of reparation proposals for African-Americans (Press release). (2019, April 8). Senator Cory Booker.",https://www.booker.senate.gov/news/press/booker-announces-introduction-of-bill-to-form-commission-for-study-of-reparation-proposals-for-african-americans,"Commission to Study and Develop Reparation Proposals for African-Americans Act, H.R. 40, Congress 116 (2019).",https://www.congress.gov/bill/116th-congress/senate-bill/1083,USA-1989-01; USA-2021-01; USA-2025-02,,"""Booker introduces reparations study bill (2019)"". Reparations History, https://reparationshistory.org.",Wo5DCWV5WUddQqCj6LVLyC
USA-2021-01,2021,2020–2025,House panel advances reparations bill,"A Congressional House committee voted to recommend the advancement of bill H.R. 40 (Commission to Study and Develop Reparation Proposals for African Americans Act), which would provide for the creation of a commission to study slavery reparations. The bill was introduced by Sheila Jackson Lee, D-TX, and co-sponsored by 184 other House Democrats.",Washington,D.C.,United States,United States Congress,"Government, federal",African Americans,Community,Policy change,,,Slavery,Proposed,Federal legislation,African Americans; commission/study; federal government; legislation; slavery,"Fandos, N. (2021, April 14). House panel advances bill to study reparations in historic vote. The New York Times.",https://web.archive.org/web/20251004202608/https://www.nytimes.com/2021/04/14/us/politics/reparations-slavery-house.html,,,USA-1989-01; USA-2019-06; USA-2025-02,,"""House panel advances reparations bill (2021)"". Reparations History, https://reparationshistory.org.",QSQJZsTUuFWJqQmNR9HbHx
USA-2025-02,2025,2020–2025,Pressley reintroduces reparations bill,"Congressional Rep. Ayanna Pressley reintroduces H.R. 40, Commission to Study and Develop Reparation Proposals for African Americans Act, which had been initially introduced by Rep. John Conyers in 1989 and then every year since.",,,United States,United States Congress,"Government, federal",African Americans,Community,Policy change,,,Other,Proposed,Federal legislation,African Americans; commission/study; federal government; legislation,"Gaynor, G. K. (2025, February 12). An emotional Rep. Ayanna Pressley takes up historic legacy of reparations bill H.R. 40. TheGrio.",https://thegrio.com/2025/02/12/rep-ayanna-pressley-reparations-bill-hr-40/,,,USA-1989-01; USA-2019-06; USA-2021-01,,"""Pressley reintroduces reparations bill (2025)"". Reparations History, https://reparationshistory.org.",LbuxGQpX3Jmz3NbaUpzp65
USA-1999-01,1999,1990–2009,Black farmers win USDA discrimination settlement,"A class action lawsuit by black farmers against the United States Department of Agriculture was settled by a consent decree, leading to nearly $1 billion in payments to plaintiffs. The lawsuit alleged systematic racial discrimination in the allocation of farm loans from 1981 to 1996. A further $1.2 billion was appropriated by Congress for the second part of the settlement.",,,United States,United States Department of Agriculture,"Government, federal",African Americans,Individuals,Direct payment,"$2,200,000,000.00",,Economic discrimination,Completed,Court settlement,African Americans; court case; federal government; institutional discrimination; land seizure; legal settlement; legislation; monetary compensation,The Pigford cases: USDA settlement of discrimination suits by black farmers (No. RS20430). (2013). Congressional Research Service.,https://www.everycrsreport.com/reports/RS20430.html,"Neiman, S. (2019). Learning from the Germans: Race and the memory of evil. Macmillan + ORM.",,,,"""Black farmers win USDA discrimination settlement (1999)"". Reparations History, https://reparationshistory.org.",GJhpRfqzNDsH51eu16xTGH
USA-1944-01,1944,1900–1949,California Natives awarded treaty compensation,"As Attorney General of California, Earl Warren sued the federal government in the Court of Claims on behalf of California's Native Americans after failure to ratify solemn treaties with various tribes. The plaintiffs were eventually awarded $17 million, although after ""costs"" deducted by the federal government, the amount was whittled to $5 million.",,California,United States,United States Department of Justice,"Government, federal",Native Americans,"Tribal Nation, Community",Direct payment,,,Treaty violation,Completed,Court verdict,Native Americans; court case; federal government; monetary compensation,"Castillo, E. D. (n.d.). Short overview of California Indian history. Native American Heritage Commission. Retrieved June 25, 2020.",http://nahc.ca.gov/resources/california-indian-history/,,,,,"""California Natives awarded treaty compensation (1944)"". Reparations History, https://reparationshistory.org.",SMwnEJBAshRXMm6uE9vP5n
USA-2016-03,2016,2010–2019,Tribes win $492 million settlement,"The U.S. government reached a settlement of $492 million with 17 Native American tribes to resolve lawsuits alleging the federal government mismanaged tribal land, resources, and money.",,,United States,United States Department of the Interior and Treasury Department,"Government, federal",Native Americans,Tribal Nation,Direct payment,"$492,000,000.00",,Treaty violation,Completed,Court settlement,Native Americans; court case; federal government; land return; legal settlement; legislation; monetary compensation,"Hersher, R. (2016, September 27). U.S. government to pay $492 million to 17 American Indian tribes. NPR.",https://www.npr.org/sections/thetwo-way/2016/09/27/495627997/u-s-government-to-pay-492-million-to-17-american-indian-tribes,,,,,"""Tribes win $492 million settlement (2016)"". Reparations History, https://reparationshistory.org.",UxTnNz6H4neKYH5hxwu3b3
USA-1997-01,1997,1990–2009,Clinton apologizes for Tuskegee experiments,"President Bill Clinton apologized to the survivors of the U.S. government-sponsored syphilis tests in Tuskegee, Alabama.",,Alabama,United States,United States President,"Government, federal",Victims of the Tuskegee Experiment,Individuals,Apology,,,Other,Completed,Other,apology; federal government; legislation; medical experimentation,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Henry, C. P. (2007). Long overdue: The politics of racial reparations. NYU Press.",,USA-1974-01,,"""Clinton apologizes for Tuskegee experiments (1997)"". Reparations History, https://reparationshistory.org.",GywafAustHWfTwEEdRVTxB
USA-2004-01,2004,1990–2009,University apologizes for slavery ties,The faculty senate at the University of Alabama passed a resolution apologizing for its early faculty members' involvement in slavery prior to the Civil War.,Tuscaloosa,Alabama,United States,University of Alabama,Educational institution,African Americans,Descendants,Apology,,,Slavery,Completed,Voluntary/private action,African Americans; apology; educational institution; legislation; resolution; slavery,"Harris, L. M. (2020, January 29). Higher education's reckoning with slavery. Academe, Winter 2020.",https://www.aaup.org/article/higher-education%E2%80%99s-reckoning-slavery,,,,,"""University apologizes for slavery ties (2004)"". Reparations History, https://reparationshistory.org.",9hEs2yU6qcSkjj2eBFXB3w
USA-2020-08,2020,2020–2025,Ole Miss apologizes to protesters,The University of Mississippi has apologized to dozens of African Americans who were arrested in 1970 for protesting racial inequality and Confederate imagery on campus.,Oxford,Mississippi,United States,University of Mississippi,Educational institution,African Americans,Individuals,Apology,,,Other,Completed,Institutional policy,African Americans; apology; educational institution; institutional discrimination,"Ole Miss apologizes to black protesters arrested in 1970. (2020, February 26). US News & World Report.",https://www.usnews.com/news/us/articles/2020-02-26/ole-miss-apologizes-to-black-protesters-arrested-in-1970,,,,,"""Ole Miss apologizes to protesters (2020)"". Reparations History, https://reparationshistory.org.",VqtT9uuoVzHjGbTaYcSCEe
USA-2019-08,2019,2010–2019,Virginia seminary pays reparations,"The Virginia Theological Seminary has earmarked $1.7 million to pay reparations to descendants of African Americans who were enslaved to work on their campus. The first payments of $2,100, to 15 recipients, were distributed in February 2021.",Alexandria,Virginia,United States,Virginia Theological Seminary,Educational institution,African Americans,Descendants,Direct payment,"$1,700,000.00",,Slavery,Ongoing,Institutional policy,African Americans; educational institution; monetary compensation; religious institution; slavery,"Sharif, D. (2019, September 10). Virginia Theological Seminary sets up $1.7 million fund to pay reparations. The Root.",https://www.theroot.com/virginia-theological-seminary-with-deep-roots-in-slave-1838025884,"Wright, W. (2021, May 31). Seminary built on slavery and Jim Crow labor has begun paying reparations. The New York Times.",https://web.archive.org/web/20250930194143/https://www.nytimes.com/2021/05/31/us/reparations-virginia-theological-seminary.html,USA-2019-05; USA-2021-12,,"""Virginia seminary pays reparations (2019)"". Reparations History, https://reparationshistory.org.",KhH86nHAJunrjsZDjsbFmQ
USA-1878-01,1878,1700–1899,Former slave wins restitution lawsuit,"In 1853, Henrietta Wood was a free black woman living and laboring as a domestic worker in Cincinnati when she was lured across the Ohio River and into the slave state of Kentucky by a white man named Zebulon Ward. Ward sold her to slave traders, who took her to Texas, where she remained enslaved through the Civil War. Wood eventually returned to Cincinnati, and in 1870 sued Ward for $20,000 in damages and lost wages. In 1878, an all-white jury decided in Wood's favor, with Ward ordered to pay $2,500 (approximately $68,000 in 2023), perhaps the largest sum ever awarded by a court in the United States in restitution for slavery.",Cincinnati,Ohio,United States,Zebulon Ward,Private individual/group,Henrietta Wood,Individuals,Direct payment,"$2,500.00",,Slavery,Completed,Court verdict,African Americans; court case; federal government; monetary compensation; slavery; state government,"McDaniel, W. C. (2019, September 4). The former slave who sued for reparations, and won. The New York Times.",https://web.archive.org/web/20250805035335/https://www.nytimes.com/2019/09/04/opinion/henrietta-wood-reparations-slavery.html,,,,,"""Former slave wins restitution lawsuit (1878)"". Reparations History, https://reparationshistory.org.",NUoD8MYoArhrikwGh6RiRs
DEU-1952-01,1952,1950–1969,Germany pays Holocaust survivors reparations,Germany : $822 million to Holocaust survivors : German Jewish Settlement.,,,Germany,Federal Republic of Germany,"Government, federal",Holocaust survivors,Individuals,Direct payment,"$822,000,000.00",,"Internment, Racial violence",Completed,Treaty,Holocaust survivors; legal settlement; monetary compensation,"West Germany signs 822 million dollar reparations pacts with Israel govt. And Jewish Material Claims Conference. (1952, September 11). JTA Daily News Bulletin.",https://www.jta.org/1952/09/11/archive/west-germany-signs-822-million-dollar-reparations-pacts-with-israel-govt-and-jewish-material-claims,,,AUT-1990-01; FRA-2014-01; FRA-2016-01,,"""Germany pays Holocaust survivors reparations (1952)"". Reparations History, https://reparationshistory.org.",DJmeBKkx7ZvWFLWjezqghW
USA-1956-01,1956,1950–1969,Pawnees awarded land theft compensation,"The Pawnees were awarded more than $1 million in a suit brought before the Indian Claims Commission for land taken from them in Iowa, Kansas, and Missouri.",,,United States,United States Department of the Interior and Treasury Department,"Government, federal",Pawnee peoples,"Tribal Nation, Community",Direct payment,"$1,000,000.00",,Land seizure,Completed,Court verdict,Native Americans; commission/study; land return; land seizure; monetary compensation,"Corlett, J. A. (2018). Race, racism, and reparations. Cornell University Press.",,,,,,"""Pawnees awarded land theft compensation (1956)"". Reparations History, https://reparationshistory.org.",6kbANvMtFHjxP2kKUpLu4S
USA-1962-01,1962,1950–1969,Georgia repeals anti-Cherokee laws,"Georgia restored many Cherokee landmarks, a newspaper plant, and other buildings in New Echota. It also repealed its repressive anti-Native American laws of 1830.",,Georgia,United States,State of Georgia,"Government, state",Cherokee peoples,"Tribal Nation, Community","Policy change, Other",,,Other,Completed,State legislation,Native Americans; land return; legislation,"Corlett, J. A. (2018). Race, racism, and reparations. Cornell University Press.",,,,,,"""Georgia repeals anti-Cherokee laws (1962)"". Reparations History, https://reparationshistory.org.",FHhaTKbtdj4tDv3K8aPvkQ
USA-1968-01,1968,1950–1969,Tlingit and Haida win settlement,"In the United States Court of Claims case Tlingit and Haida Indians of Alaska v. United States, the plaintiff tribes won a judgment of $7.5 million as just compensation for land taken by the United States government between 1891 and 1925.",,Alaska,United States,United States Government,"Government, state",Tlingit peoples; Haida peoples,"Tribal Nation, Community",Direct payment,"$7,500,000.00",,Land seizure,Completed,Court verdict,Native Americans; court case; federal government; land return; land seizure; monetary compensation,"Debo, A. (1984). A history of the Indians of the United States (Revised ed). University of Oklahoma Press.",,,,,,"""Tlingit and Haida win settlement (1968)"". Reparations History, https://reparationshistory.org.",VBLPzEVGgAJiNyazxRGttG
USA-1969-01,1969,1950–1969,Black manifesto demands church reparations,"The Black Manifesto was launched in Detroit as one of the first calls for reparations in the modern era. Penned by James Forman, former SNCC (Student Nonviolent Coordinating Committee) organizer, and released at the National Black Economic Development Conference, the manifesto demanded $500 million in reparations from predominantly White religious institutions for their role in perpetuating slavery. About $215,000 (other sources say $500,000) was raised from the Presbyterian, Episcopal and United Methodist churches through rancorous deliberations that ultimately tore the coalition apart. The money was used to establish organizations such as a black-owned band, television networks, and the Black Economic Research Center.",,,United States,"Episcopal Church, Presbyterian Church, Methodist Church",Religious institution,African Americans,Descendants,Infrastructure,"$215,000.00",,Slavery,Completed,Voluntary/private action,African Americans; commission/study; economic development; monetary compensation; religious institution; slavery,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Darity, Jr, W. A., & Mullen, A. K. (2020). From here to equality: Reparations for Black Americans in the twenty-first century. UNC Press Books.",,,,"""Black manifesto demands church reparations (1969)"". Reparations History, https://reparationshistory.org.",3JuFXwYo1b63cngWnuvSGB
USA-1970-01,1970,1970–1989,Blue Lake returned to Pueblo,Richard Nixon signed into law House Resolution 471 restoring Blue Lake and surrounding area to the Taos Pueblo (New Mexico). The land had been taken by presidential order in 1906.,,New Mexico,United States,United States Congress,"Government, federal",Pueblo peoples,"Tribal Nation, Community",Land (return),,,Land seizure,Completed,Federal legislation,Native Americans; executive action; land return; legislation; resolution,"Debo, A. (1984). A history of the Indians of the United States (Revised ed). University of Oklahoma Press.",,"van Buren, M. (2010, September 18). Taos Pueblo celebrates 40th anniversary of Blue Lake’s return. The Taos News.",https://www.santafenewmexican.com/news/local_news/taos-pueblo-celebrates-40th-anniversary-of-blue-lakes-return/article_244ed433-d0a4-5747-b099-672bd17c41ff.html,,,"""Blue Lake returned to Pueblo (1970)"". Reparations History, https://reparationshistory.org.",6tsvxL2KZgGT1sFHshGEB4
USA-1971-01,1971,1970–1989,Alaska Natives gain land settlement,Around $1 billion + 44 million acres of land : Alaska Native Claims Settlement Act.,,Alaska,United States,United States Congress,"Government, federal",Native Americans,"Tribal Nation, Community","Direct payment, Land (return)","$1,000,000,000.00",,Land seizure,Completed,Federal legislation,Native Americans; land return; legal settlement; legislation; monetary compensation,"Benton-Lewis, D. (1996). Black reparations now!: 40 acres, $50 dollars, and a mule, + interest. Black Reparations Press.",,,,,,"""Alaska Natives gain land settlement (1971)"". Reparations History, https://reparationshistory.org.",RbmipptDgbZTTfvyAxX5Rx
USA-1974-01,1974,1970–1989,Tuskegee victims receive $10 million,"A $10 million out-of-court settlement was reached between the U.S. government and Tuskegee victims, Black men who had been unwitting subjects of a study of untreated syphilis, and who did not receive available treatments.",,Alabama,United States,United States Government,"Government, federal",Victims of the Tuskegee Experiment,Individuals,Direct payment,"$10,000,000.00",,Other,Completed,Court settlement,commission/study; court case; federal government; legal settlement; medical experimentation; monetary compensation,"United States. Centers for Disease Control and Prevention. (2025, August 14). The Untreated Syphilis Study at Tuskegee timeline. The U.S. Public Health Service Untreated Syphilis Study at Tuskegee.",https://www.cdc.gov/tuskegee/about/timeline.html,,,USA-1997-01,,"""Tuskegee victims receive $10 million (1974)"". Reparations History, https://reparationshistory.org.",R9PF7uPSQCJs9VRgVLpkHb
USA-1980-01,1980,1970–1989,Sioux awarded $105 million,$105 million : Sioux of South Dakota for seizure of their land.,,South Dakota,United States,United States Government,"Government, federal",Sioux peoples,"Tribal Nation, Community",Direct payment,"$105,000,000.00",,Land seizure,Completed,Court verdict,Native Americans; land return; monetary compensation,Wikipedia contributors. (2019). United States v. Sioux Nation of Indians. In Wikipedia.,https://en.wikipedia.org/w/index.php?title=United_States_v._Sioux_Nation_of_Indians&oldid=916434838,,,USA-1980-02; USA-1985-01; USA-1985-02; USA-1986-01,,"""Sioux awarded $105 million (1980)"". Reparations History, https://reparationshistory.org.",JPWkD2NRQRsBkwiGgAFJYj
USA-1980-02,1980,1970–1989,Klamaths receive $81 million compensation,$81 million : Klamaths of Oregon.,,Oregon,United States,United States Government,"Government, federal",Klamath peoples,"Tribal Nation, Community",Direct payment,"$81,000,000.00",,Land seizure,Completed,Court verdict,Native Americans; monetary compensation,"Darling, D. (2005, June 21). Spending spree. Herald and News.",https://www.heraldandnews.com/news/top_stories/spending-spree/article_08f68a22-1e83-51b8-bfae-c0ee266f0b3f.html,,,USA-1980-01; USA-1985-01; USA-1985-02; USA-1986-01,,"""Klamaths receive $81 million compensation (1980)"". Reparations History, https://reparationshistory.org.",YVsBig57XwZhurqjZvy9Sw
CAN-1988-01,1988,1970–1989,Canada compensates Japanese internment survivors,"Prime Minister Brian Mulroney formally apologized in the House of Commons on September 22, 1988, to Japanese Canadians for their internment during World War II. A $300 million compensation package included $21,000 for each of the approximately 13,000 surviving internees, $12 million for a Japanese Canadian community fund, and $24 million to establish the Canadian Race Relations Foundation.",,,Canada,Canadian Government,"Government, federal",Japanese Canadians,Individuals,"Direct payment, Apology","$300,000,000.00",,Internment,Completed,Federal legislation,Japanese Americans; monetary compensation,"Burns, J. F. (1988, September 23). Ottawa will pay compensation to uprooted Japanese-Canadians. The New York Times.",https://web.archive.org/web/20241207093837/https://www.nytimes.com/1988/09/23/world/ottawa-will-pay-compensation-to-uprooted-japanese-canadians.html,,,USA-1988-01,,"""Canada compensates Japanese internment survivors (1988)"". Reparations History, https://reparationshistory.org.",5RRae1FBvjT4ENFekAv17c
CAN-1988-02,1988,1970–1989,Canada returns land to Inuit,"Canada : 250,000 sq. miles of land : First Nations and Inuit.",,,Canada,Canadian Government,"Government, federal",First Nations; Inuit people,"Tribal Nation, Community",Land (return),,,"Land seizure, Treaty violation",Completed,Treaty,Inuit; Native Americans; First Nations; Indigenous; land return,"Burns, J. F. (1988, September 6). Canada to give Indigenous people an Arctic area the size of Texas. The New York Times.",https://web.archive.org/web/20241208054947/https://www.nytimes.com/1988/09/06/world/canada-to-give-indigenous-people-an-arctic-area-the-size-of-texas.html,,,,,"""Canada returns land to Inuit (1988)"". Reparations History, https://reparationshistory.org.",Ru7YrR9S8NbsFbZrDXgb7y
